序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2448,300532,今天国际,16.11,-0.25,-0.04,34166.0,55276309.51,2.04,16.34,16.01,16.17,16.15,0.8,1.83,11.48,3.17,4997826259.0,3004615204.0,-0.06,0.06,-12.45,16.07
2449,301135,瑞德智能,24.15,-0.25,-0.06,10930.0,26430771.45,1.78,24.43,24.0,24.24,24.21,0.91,2.21,69.17,1.93,2477053425.0,1194386550.0,-0.04,-0.08,-1.63,6.86
2450,002926,华西证券,8.04,-0.25,-0.02,117352.0,94887238.04,1.49,8.15,8.03,8.08,8.06,0.85,0.45,42.42,0.93,21105000000.0,21105000000.0,-0.12,-0.12,-4.63,7.2
2451,002569,ST步森,8.04,-0.25,-0.02,10654.0,8489005.0,3.1,8.1,7.85,8.07,8.06,0.68,0.76,-27.18,9.1,1157840400.0,1124646657.0,-0.12,0.0,34.0,24.46
2452,000900,现代投资,4.02,-0.25,-0.01,64753.0,26098089.42,0.99,4.05,4.01,4.03,4.03,0.69,0.43,10.89,0.57,6101669903.0,6101398553.0,-0.25,0.0,-3.13,-1.47
2453,603638,艾迪精密,16.05,-0.25,-0.04,14732.0,23727281.0,1.18,16.24,16.05,16.15,16.09,0.43,0.18,47.58,4.35,13455276798.0,13455276798.0,-0.25,-0.25,-9.07,8.3
2454,301109,军信股份,16.0,-0.25,-0.04,9502.0,15181636.0,1.06,16.08,15.91,16.01,16.04,0.6,0.96,12.2,1.3,6560160000.0,1578413296.0,0.06,0.0,-2.74,7.24
2455,300371,汇中股份,11.96,-0.25,-0.03,12434.0,14861720.0,1.75,12.1,11.89,11.96,11.99,0.8,0.92,23.56,2.26,2406558860.0,1624067321.0,0.08,0.08,-18.47,28.74
2456,002986,宇新股份,15.82,-0.25,-0.04,12156.0,19271249.34,2.52,16.15,15.75,16.02,15.86,0.76,0.52,9.94,1.84,5067604147.0,3691050577.0,0.0,0.0,-13.46,4.28
2457,600828,茂业商业,3.95,-0.25,-0.01,47203.0,18634374.0,1.77,3.99,3.92,3.97,3.96,0.71,0.27,27.57,0.96,6841331057.0,6838872715.0,-0.25,-0.25,3.4,4.77
2458,002361,神剑股份,3.95,-0.25,-0.01,73934.0,29290982.0,1.26,3.99,3.94,3.98,3.96,0.81,0.93,106.96,1.64,3756588128.0,3141940537.0,-0.25,0.0,0.0,1.54
2459,688425,铁建重工,3.94,-0.25,-0.01,131113.0,51899936.0,1.27,3.98,3.93,3.95,3.95,0.53,0.89,12.97,1.3,21013978180.0,5823150580.0,0.0,-0.25,-9.63,2.34
2460,688388,嘉元科技,19.66,-0.25,-0.05,22223.0,43923393.0,2.38,19.98,19.51,19.75,19.71,0.63,0.54,200.67,1.2,8379839630.0,8096087047.0,0.05,0.05,-5.34,-37.86
2461,601375,中原证券,3.92,-0.25,-0.01,274401.0,108015354.0,1.53,3.97,3.91,3.94,3.93,0.95,0.8,65.68,1.31,18200108024.0,13514277224.0,-0.25,0.0,-2.97,7.99
2462,300260,新莱应材,31.35,-0.25,-0.08,22634.0,71062125.96,2.13,31.75,31.08,31.6,31.43,0.61,0.81,56.96,7.37,12784741675.0,8736343625.0,-0.1,-0.03,-6.59,-15.7
2463,601665,齐鲁银行,3.91,-0.26,-0.01,110564.0,43478694.0,1.53,3.96,3.9,3.93,3.92,0.62,0.45,4.7,0.59,18408797633.0,9567574019.0,-0.26,-0.26,-6.24,-1.76
2464,300796,贝斯美,15.47,-0.26,-0.04,45951.0,70587116.05,3.61,15.68,15.12,15.68,15.51,1.53,1.27,53.14,3.36,5586880230.0,5586880230.0,-0.45,-0.19,15.79,38.62
2465,300621,维业股份,11.56,-0.26,-0.03,13048.0,15078112.5,1.55,11.66,11.48,11.63,11.59,0.62,0.67,79.97,2.98,2405135452.0,2266081183.0,-0.52,-0.34,17.36,45.96
2466,300672,国科微,61.26,-0.26,-0.16,26069.0,161442546.86,3.47,63.15,61.02,61.7,61.42,0.96,1.24,127.63,3.28,13308741861.0,12836899514.0,0.02,0.13,-12.37,-27.72
2467,603788,宁波高发,15.31,-0.26,-0.04,28534.0,43774901.0,1.37,15.46,15.25,15.3,15.35,0.7,1.28,23.02,1.74,3415126191.0,3415126191.0,-0.07,-0.13,22.87,50.69
2468,301229,纽泰格,34.44,-0.26,-0.09,10228.0,35163739.28,2.35,34.79,33.98,34.78,34.53,0.82,3.06,39.62,3.33,2755200000.0,1150149320.0,0.44,0.41,1.95,22.34
2469,873833,美心翼申,15.26,-0.26,-0.04,30293.0,46173629.58,7.91,15.92,14.71,15.08,15.3,1.21,11.43,22.63,2.09,1256813600.0,404513621.0,0.0,0.39,98.96,79.11
2470,301150,中一科技,34.31,-0.26,-0.09,4714.0,16230122.85,1.42,34.68,34.19,34.32,34.4,0.64,0.69,135.21,1.21,4505829027.0,2332754158.0,0.0,-0.12,-10.25,-29.43
2471,605151,西上海,19.06,-0.26,-0.05,20375.0,39065809.0,1.73,19.34,19.01,19.11,19.11,0.54,3.18,21.19,1.91,2579182256.0,1220010415.0,-0.16,-0.05,10.24,2.14
2472,601216,君正集团,3.81,-0.26,-0.01,199507.0,76256902.0,1.31,3.85,3.8,3.82,3.82,0.42,0.24,11.08,1.21,32148846256.0,32148846256.0,0.0,0.0,-9.72,0.0
2473,300320,海达股份,7.61,-0.26,-0.02,36792.0,28117483.0,1.44,7.7,7.59,7.65,7.63,0.89,0.75,35.62,2.13,4575392194.0,3746713298.0,-0.13,-0.13,4.97,-25.68
2474,688489,三未信安,49.41,-0.26,-0.13,6108.0,30049848.0,2.83,49.98,48.58,49.43,49.54,0.42,1.24,106.31,2.97,5627273080.0,2441217361.0,0.0,0.28,-1.34,-27.53
2475,002225,濮耐股份,3.8,-0.26,-0.01,51568.0,19622168.0,1.05,3.83,3.79,3.82,3.81,0.61,0.62,13.87,1.16,3839413311.0,3136891876.0,-0.26,-0.26,-0.52,0.26
2476,002381,双箭股份,7.59,-0.26,-0.02,26924.0,20406225.0,1.71,7.67,7.54,7.61,7.61,0.61,0.84,14.47,1.55,3123860800.0,2444165522.0,-0.13,0.0,0.8,22.82
2477,002392,北京利尔,3.79,-0.26,-0.01,49307.0,18726471.0,1.84,3.84,3.77,3.8,3.8,0.62,0.55,11.38,0.88,4511960280.0,3402433501.0,-0.26,0.0,4.7,9.54
2478,301309,万得凯,26.45,-0.26,-0.07,2687.0,7114399.6,2.07,26.88,26.33,26.59,26.52,0.82,1.07,26.98,1.88,2645000000.0,661250000.0,-0.3,-0.53,-2.76,8.31
2479,688663,新风光,26.4,-0.26,-0.07,15396.0,41100794.0,2.53,27.0,26.33,26.53,26.47,1.61,1.78,23.3,3.03,3694680000.0,2281498560.0,0.0,0.0,-4.38,-39.45
2480,600020,中原高速,3.77,-0.26,-0.01,101635.0,38180427.0,1.59,3.79,3.73,3.78,3.78,0.73,0.45,6.97,0.76,8472591807.0,8472591807.0,0.0,0.0,5.31,28.23
2481,000731,四川美丰,7.53,-0.26,-0.02,88855.0,67106637.3,1.99,7.65,7.5,7.52,7.55,0.59,1.55,9.93,1.05,4320244730.0,4320244730.0,0.0,-0.13,-0.53,-2.96
2482,301468,博盈特焊,30.01,-0.27,-0.08,3618.0,10875767.46,1.0,30.25,29.95,30.15,30.09,0.79,1.16,27.26,1.73,3961320000.0,939285811.0,0.0,0.03,-16.64,-36.93
2483,688099,晶晨股份,63.53,-0.27,-0.17,27335.0,173992103.0,2.94,64.77,62.9,63.6,63.7,0.71,0.66,63.24,5.04,26453508787.0,26453508787.0,-0.35,-0.47,-6.57,-9.26
2484,603843,正平股份,3.73,-0.27,-0.01,56131.0,20955767.0,1.6,3.76,3.7,3.72,3.74,0.77,0.8,-16.56,1.78,2609594674.0,2609594674.0,0.27,0.0,0.81,-12.85
2485,603679,华体科技,14.82,-0.27,-0.04,24373.0,36150574.0,1.62,14.97,14.73,14.88,14.86,0.73,1.49,31.29,2.75,2418301087.0,2418301087.0,-0.07,-0.07,9.62,24.22
2486,605007,五洲特纸,14.81,-0.27,-0.04,10010.0,14854953.0,2.15,15.04,14.72,14.93,14.85,0.57,0.25,41.97,2.82,5981714185.0,5932263595.0,0.0,0.14,1.58,-20.76
2487,831856,浩淼科技,7.39,-0.27,-0.02,24703.0,18307480.89,6.48,7.62,7.14,7.42,7.41,1.28,4.39,37.08,1.45,643138420.0,415621736.0,0.0,0.14,55.25,56.9
2488,688329,艾隆科技,25.82,-0.27,-0.07,9302.0,24123836.0,2.7,26.3,25.6,26.0,25.89,0.98,2.04,33.23,2.46,1993304000.0,1179031570.0,-0.12,-0.19,1.06,-31.35
2489,300140,节能环境,7.37,-0.27,-0.02,33221.0,24553881.0,1.35,7.44,7.34,7.4,7.39,0.74,0.78,20.98,1.9,19207679334.0,3120424349.0,-0.14,-0.27,-8.56,0.82
2490,001222,源飞宠物,14.74,-0.27,-0.04,6888.0,10120508.68,1.76,14.88,14.62,14.84,14.78,0.58,1.06,20.22,2.33,2813718600.0,961637600.0,0.0,0.14,3.29,-15.38
2491,688210,统联精密,25.75,-0.27,-0.07,9470.0,24365392.0,2.67,26.0,25.31,25.31,25.82,0.77,0.91,131.92,3.51,4082221737.0,2684149177.0,0.0,-0.23,41.95,68.52
2492,300776,帝尔激光,55.13,-0.27,-0.15,17807.0,99051319.66,2.21,56.32,55.1,55.68,55.28,0.98,1.07,33.26,5.37,15054714336.0,9213159769.0,-0.16,-0.11,-15.6,-29.73
2493,300247,融捷健康,3.67,-0.27,-0.01,87717.0,32171780.0,1.9,3.71,3.64,3.69,3.68,0.66,1.09,86.15,2.9,2950827949.0,2948020399.0,0.27,0.55,6.69,3.38
2494,600259,广晟有色,32.95,-0.27,-0.09,15245.0,50463417.0,1.97,33.47,32.82,33.22,33.04,0.58,0.46,49.96,3.07,11085563235.0,10856687032.0,-0.06,-0.03,-8.52,-18.03
2495,300782,卓胜微,142.6,-0.27,-0.39,34497.0,495900004.99,3.63,146.99,141.8,143.5,142.99,0.55,0.78,69.71,8.03,76122048376.0,63430842882.0,0.27,0.14,17.65,24.95
2496,301316,慧博云通,25.48,-0.27,-0.07,33272.0,84870036.04,2.47,25.84,25.21,25.7,25.55,0.37,1.66,150.77,10.37,10192254800.0,5119925796.0,0.0,-0.04,-25.84,33.33
2497,002339,积成电子,7.28,-0.27,-0.02,58389.0,42575080.01,1.51,7.35,7.24,7.29,7.3,0.66,1.22,-39.44,2.18,3669791755.0,3480448637.0,0.0,0.14,7.06,5.05
2498,603181,皇马科技,10.91,-0.27,-0.03,11384.0,12456847.0,1.83,11.05,10.85,10.97,10.94,0.63,0.19,20.53,2.4,6422717000.0,6422717000.0,0.0,0.0,2.54,-23.38
2499,838924,广脉科技,10.9,-0.27,-0.03,25630.0,26553229.11,6.4,11.1,10.4,10.92,10.93,0.91,5.22,39.86,3.37,904700000.0,534777010.0,0.09,0.18,61.72,91.56
2500,301448,开创电气,36.2,-0.28,-0.1,15902.0,57476429.84,2.56,36.76,35.83,36.35,36.3,0.78,7.95,54.44,4.43,2896000000.0,724000000.0,0.11,0.03,19.91,101.22
2501,000902,新洋丰,10.85,-0.28,-0.03,36357.0,39527195.18,1.84,11.0,10.8,10.89,10.88,0.89,0.31,10.72,1.53,14154142797.0,12862042944.0,0.0,-0.18,-0.82,-4.07
2502,688387,信科移动-U,7.19,-0.28,-0.02,70528.0,50811103.0,1.39,7.27,7.17,7.25,7.21,0.53,1.06,-90.98,3.66,24580812500.0,4797319529.0,-0.14,0.14,-4.39,43.23
2503,001268,联合精密,25.06,-0.28,-0.07,7286.0,18263041.0,1.27,25.29,24.97,25.29,25.13,0.62,2.0,44.03,2.79,2704809350.0,910763950.0,0.04,-0.08,-29.59,6.14
2504,000959,首钢股份,3.58,-0.28,-0.01,132187.0,47448957.66,1.39,3.62,3.57,3.6,3.59,0.7,0.22,22.02,0.56,27904709546.0,21527633121.0,0.0,0.0,-6.53,-5.04
2505,600644,乐山电力,7.15,-0.28,-0.02,57073.0,40878924.0,1.81,7.24,7.11,7.18,7.17,1.15,1.06,40.43,2.07,3849564712.0,3849564712.0,0.0,0.14,5.15,-8.22
2506,600308,华泰股份,3.57,-0.28,-0.01,82391.0,29433145.0,1.4,3.6,3.55,3.58,3.58,0.66,0.54,18.17,0.59,5415226528.0,5415226528.0,0.28,0.28,-3.51,-1.38
2507,000922,佳电股份,10.7,-0.28,-0.03,124132.0,132812673.25,1.86,10.8,10.6,10.73,10.73,0.66,2.12,16.89,1.98,6375686517.0,6260334632.0,0.09,0.0,-3.52,20.9
2508,301132,满坤科技,28.5,-0.28,-0.08,14719.0,42093655.0,1.96,28.95,28.39,28.71,28.58,0.67,3.42,35.4,2.5,4202895000.0,1225656750.0,-0.18,0.07,-3.03,13.59
2509,600410,华胜天成,7.12,-0.28,-0.02,141563.0,100835395.0,2.24,7.2,7.04,7.14,7.14,0.75,1.29,1752.58,1.69,7807042143.0,7807042143.0,0.0,0.0,3.94,45.6
2510,002196,方正电机,7.12,-0.28,-0.02,65203.0,46546701.26,1.96,7.22,7.08,7.13,7.14,0.79,1.35,30.61,2.58,3543409902.0,3435372538.0,-0.14,0.0,10.9,-1.93
2511,688779,长远锂科,7.1,-0.28,-0.02,137243.0,98416729.0,2.53,7.26,7.08,7.15,7.12,0.76,1.32,142.22,1.84,13697447793.0,7402153245.0,-0.14,0.0,-22.66,-50.56
2512,301020,密封科技,21.26,-0.28,-0.06,6786.0,14470824.0,1.59,21.49,21.15,21.45,21.32,0.54,0.93,43.45,3.51,3112464000.0,1550318318.0,-0.09,-0.05,3.25,28.77
2513,601619,嘉泽新能,3.54,-0.28,-0.01,144143.0,51199641.0,1.13,3.57,3.53,3.55,3.55,0.69,0.6,9.96,1.36,8617681769.0,8569084649.0,0.0,-0.28,-10.61,-4.07
2514,301028,东亚机械,10.62,-0.28,-0.03,18263.0,19391277.0,1.88,10.77,10.57,10.67,10.65,0.85,1.69,22.95,3.18,4024045440.0,1147949784.0,0.09,0.0,-0.47,20.96
2515,002847,盐津铺子,70.8,-0.28,-0.2,8028.0,56983162.65,1.99,71.6,70.19,70.8,71.0,0.57,0.47,26.3,10.19,13881082338.0,12209266999.0,-0.35,-0.2,-3.8,-0.55
2516,300710,万隆光电,24.65,-0.28,-0.07,8365.0,20612427.6,2.1,24.98,24.46,24.87,24.72,0.68,0.94,-244.99,3.82,2452435895.0,2190988899.0,-0.08,0.2,1.15,1.11
2517,603700,宁水集团,14.08,-0.28,-0.04,11427.0,16101889.0,1.13,14.18,14.02,14.16,14.12,0.65,0.56,26.24,1.83,2861647360.0,2861647360.0,-0.07,0.21,-0.85,9.57
2518,603166,福达股份,7.02,-0.28,-0.02,44238.0,31130328.0,1.28,7.09,7.0,7.04,7.04,0.55,0.68,53.09,1.94,4536384730.0,4536384730.0,-0.14,-0.28,9.18,15.46
2519,600619,海立股份,7.02,-0.28,-0.02,103642.0,73064373.0,1.56,7.11,7.0,7.02,7.04,0.59,1.31,-64.2,1.26,7565938422.0,5540007082.0,-0.14,0.0,10.73,26.49
2520,002577,雷柏科技,17.52,-0.28,-0.05,45757.0,79961221.84,2.73,17.7,17.22,17.59,17.57,0.71,1.62,124.04,4.28,4956057600.0,4955794800.0,-0.06,0.11,17.58,56.43
2521,600501,航天晨光,14.0,-0.28,-0.04,34086.0,47484162.0,2.85,14.1,13.7,14.05,14.04,0.63,0.81,244.07,2.67,6042660400.0,5897970400.0,0.07,0.14,5.66,27.85
2522,002067,景兴纸业,3.5,-0.28,-0.01,115289.0,40298151.64,1.14,3.52,3.48,3.52,3.51,0.64,1.09,62.33,0.77,4178879061.0,3697622849.0,-0.28,0.0,1.45,3.24
2523,601628,中国人寿,27.92,-0.29,-0.08,95602.0,268728331.0,2.29,28.5,27.86,28.08,28.0,0.89,0.05,36.51,1.79,789150563600.0,581392957600.0,0.0,0.0,-22.4,-23.78
2524,301519,舜禹股份,20.84,-0.29,-0.06,7713.0,16073292.94,1.29,20.98,20.71,20.98,20.9,0.53,1.98,48.73,2.28,3421094400.0,813522015.0,0.0,0.1,-15.8,-0.43
2525,603515,欧普照明,17.31,-0.29,-0.05,14202.0,24721166.0,1.84,17.57,17.25,17.48,17.36,0.7,0.19,14.71,2.03,12920634666.0,12802835269.0,-0.23,-0.17,-16.13,15.55
2526,688057,金达莱,13.83,-0.29,-0.04,4437.0,6147534.0,0.79,13.91,13.8,13.88,13.87,0.86,0.16,26.57,1.24,3817080000.0,3817080000.0,-0.29,-0.29,-1.21,7.54
2527,300035,中科电气,10.34,-0.29,-0.03,55909.0,58329053.74,1.93,10.54,10.34,10.41,10.37,0.53,0.9,-99.69,1.58,7479033310.0,6453825898.0,-0.19,-0.39,0.19,-49.39
2528,300705,九典制药,34.46,-0.29,-0.1,67657.0,231453629.64,3.94,35.15,33.79,34.57,34.56,0.69,3.15,28.78,6.53,11893711414.0,7408670462.0,0.29,0.15,56.28,43.23
2529,601566,九牧王,10.31,-0.29,-0.03,10547.0,10891053.0,1.35,10.4,10.26,10.3,10.34,0.63,0.18,46.15,1.55,5924509017.0,5924509017.0,-0.29,-0.19,2.08,36.92
2530,301128,强瑞技术,44.65,-0.29,-0.13,9139.0,40889193.0,1.7,45.11,44.35,44.78,44.78,0.59,3.35,61.27,4.02,3299037672.0,1217013843.0,-0.16,0.02,8.58,81.58
2531,688255,凯尔达,24.03,-0.29,-0.07,5193.0,12499422.0,1.91,24.38,23.92,24.21,24.1,0.68,0.74,120.86,2.37,2639908646.0,1684564349.0,-0.08,-0.04,-6.79,32.25
2532,301390,经纬股份,40.93,-0.29,-0.12,4463.0,18227506.0,2.22,41.41,40.5,41.35,41.05,1.04,2.98,74.12,2.67,2455800000.0,613950000.0,-0.07,0.02,-8.64,8.57
2533,002537,海联金汇,6.82,-0.29,-0.02,92833.0,63198627.42,1.75,6.89,6.77,6.86,6.84,0.87,0.79,71.69,1.78,8006794201.0,8006794201.0,-0.29,0.0,7.91,-11.08
2534,300836,佰奥智能,27.24,-0.29,-0.08,6489.0,17633016.1,3.18,27.8,26.93,27.32,27.32,0.57,1.52,308.93,3.2,1744243557.0,1162517503.0,-0.26,-0.26,5.46,35.72
2535,601330,绿色动力,6.79,-0.29,-0.02,23747.0,16158563.0,1.62,6.87,6.76,6.82,6.81,0.82,0.24,13.24,1.26,9461529072.0,6715926084.0,-0.15,0.0,-5.03,2.11
2536,603335,迪生力,6.77,-0.29,-0.02,38718.0,26254203.0,2.21,6.87,6.72,6.77,6.79,0.51,0.9,-24.23,6.38,2898538942.0,2898538942.0,0.15,0.15,18.15,9.19
2537,600673,东阳光,6.77,-0.29,-0.02,76832.0,52129918.0,2.06,6.86,6.72,6.78,6.79,0.92,0.26,-69.08,2.04,20403928733.0,20291479494.0,-0.29,0.0,1.8,-22.09
2538,300800,力合科技,13.53,-0.29,-0.04,11691.0,15876713.0,1.62,13.69,13.47,13.58,13.57,0.89,0.71,65.09,1.56,3225552000.0,2234248814.0,0.0,-0.07,4.64,17.75
2539,002628,成都路桥,3.37,-0.3,-0.01,73805.0,24882034.0,0.89,3.39,3.36,3.39,3.38,0.6,0.98,125.43,0.85,2551428399.0,2543860683.0,0.0,-0.3,3.69,-4.26
2540,688030,山石网科,20.19,-0.3,-0.06,11287.0,22877848.0,2.32,20.54,20.07,20.26,20.25,1.03,0.63,-15.77,3.22,3638825852.0,3638825852.0,-0.05,-0.1,4.72,3.75
2541,601857,中国石油,6.73,-0.3,-0.02,717703.0,485491163.0,1.63,6.82,6.71,6.8,6.75,0.77,0.04,7.02,0.87,1231731180715.0,1089735583715.0,0.15,0.0,-17.22,48.24
2542,603757,大元泵业,23.53,-0.3,-0.07,10719.0,25198500.0,1.1,23.66,23.4,23.65,23.6,1.0,0.64,11.81,2.47,3922897741.0,3922488319.0,0.3,0.21,-6.7,27.95
2543,603117,ST万林,3.36,-0.3,-0.01,7158.0,2399311.0,1.48,3.38,3.33,3.37,3.37,0.84,0.11,-346.4,1.54,2127365527.0,2127365527.0,-0.59,0.0,-0.59,20.86
2544,688589,力合微,40.3,-0.3,-0.12,12411.0,50188288.0,1.93,40.95,40.17,40.95,40.42,0.91,1.23,37.36,4.57,4053002031.0,4053002031.0,0.07,0.02,2.26,20.05
2545,600191,华资实业,6.7,-0.3,-0.02,51132.0,34393824.0,1.93,6.8,6.67,6.72,6.72,0.73,1.05,86.56,2.11,3249044400.0,3249044400.0,0.15,0.0,12.23,28.6
2546,688081,兴图新科,16.69,-0.3,-0.05,9829.0,16454305.0,2.09,16.94,16.59,16.7,16.74,0.69,0.95,-31.86,3.08,1719737600.0,1719737600.0,-0.06,-0.06,4.71,41.08
2547,603899,晨光股份,36.68,-0.3,-0.11,22968.0,84724392.0,1.6,37.2,36.61,36.79,36.79,0.8,0.25,23.3,4.56,33987562188.0,33886026446.0,-0.22,-0.24,-3.24,-32.67
2548,300208,青岛中程,6.65,-0.3,-0.02,28439.0,18994892.63,1.8,6.75,6.63,6.67,6.67,0.64,0.41,-44.55,4.77,4984008750.0,4570683493.0,0.0,0.0,-13.41,-34.8
2549,601609,金田股份,6.64,-0.3,-0.02,55718.0,37199195.0,1.95,6.76,6.63,6.68,6.66,1.05,0.38,19.2,1.29,9819798757.0,9776647057.0,0.0,-0.15,-1.19,-0.45
2550,300041,回天新材,9.96,-0.3,-0.03,52137.0,52114595.55,1.4,10.08,9.94,9.97,9.99,0.85,0.96,14.13,2.03,5571820889.0,5422422901.0,-0.1,-0.1,-7.35,-19.94
2551,300029,ST天龙,6.64,-0.3,-0.02,30743.0,20805348.0,4.35,6.93,6.64,6.66,6.66,0.71,1.53,-128.72,60.0,1331363160.0,1330392060.0,-0.6,-0.45,2.15,-16.58
2552,002742,ST三圣,3.32,-0.3,-0.01,17041.0,5657561.0,1.2,3.34,3.3,3.33,3.33,0.64,0.39,-8.18,2.13,1434240000.0,1433768832.0,0.0,0.0,-6.74,-26.87
2553,002231,奥维通信,6.64,-0.3,-0.02,64298.0,42568816.0,1.95,6.69,6.56,6.68,6.66,0.89,2.18,-853.9,6.62,2303084113.0,1957596613.0,0.15,0.3,-2.92,-19.71
2554,688269,凯立新材,36.48,-0.3,-0.11,4350.0,15950261.0,2.27,37.15,36.32,36.81,36.59,0.66,0.53,36.6,4.9,4768081920.0,2985413760.0,0.03,-0.08,-26.48,-57.13
2555,002430,杭氧股份,29.79,-0.3,-0.09,21861.0,65222848.71,1.91,30.15,29.58,29.97,29.88,0.8,0.23,25.83,3.48,29322560969.0,28726315013.0,-0.03,-0.23,-7.17,-22.34
2556,301053,远信工业,26.43,-0.3,-0.08,7405.0,19534202.17,1.74,26.67,26.21,26.56,26.51,0.81,3.18,94.24,3.69,2160718575.0,614892576.0,0.3,0.3,6.62,30.91
2557,300189,神农科技,3.3,-0.3,-0.01,147479.0,48762888.0,1.21,3.33,3.29,3.3,3.31,0.79,1.53,-217.77,4.25,3379200000.0,3178064168.0,0.0,0.0,-1.79,-18.72
2558,301237,和顺科技,29.68,-0.3,-0.09,2456.0,7303944.0,1.44,29.95,29.52,29.74,29.77,0.6,0.63,88.78,1.65,2374400000.0,1158262000.0,0.0,-0.2,-1.88,4.03
2559,600089,特变电工,13.18,-0.3,-0.04,204859.0,270946108.0,1.44,13.34,13.15,13.27,13.22,0.92,0.41,5.33,1.12,66594718103.0,66594718103.0,-0.08,0.0,-8.98,-9.6
2560,300875,捷强装备,29.61,-0.3,-0.09,10340.0,30701444.72,1.58,30.0,29.53,29.7,29.7,0.65,1.57,-128.15,2.25,2956106977.0,1952461637.0,-0.1,-0.07,-24.0,-2.08
2561,300307,慈星股份,6.55,-0.3,-0.02,73935.0,48597184.5,1.98,6.66,6.53,6.58,6.57,0.5,0.96,32.68,1.77,5112548633.0,5055072108.0,0.15,0.0,-10.03,29.96
2562,600827,百联股份,9.81,-0.3,-0.03,53434.0,52573996.0,1.73,9.93,9.76,9.84,9.84,0.66,0.33,38.15,0.97,17502689228.0,15739653715.0,-0.2,0.1,-14.1,-18.25
2563,001332,锡装股份,32.69,-0.3,-0.1,2381.0,7789343.35,1.8,33.07,32.48,32.84,32.79,0.61,0.88,20.6,1.62,3530520000.0,882630000.0,-0.03,-0.06,-6.09,-21.21
2564,603076,乐惠国际,26.14,-0.31,-0.08,5978.0,15670638.0,1.49,26.42,26.03,26.39,26.22,0.54,0.5,63.88,2.35,3155133132.0,3155133132.0,0.08,0.04,-22.43,-28.81
2565,301136,招标股份,13.07,-0.31,-0.04,34460.0,45053342.36,1.75,13.2,12.97,13.12,13.11,1.36,3.32,116.99,2.46,3596926997.0,1357839947.0,0.08,-0.08,-15.73,6.0
2566,600705,中航产融,3.26,-0.31,-0.01,353691.0,116047542.0,1.53,3.31,3.26,3.28,3.27,0.62,0.4,31.23,0.78,28769155307.0,28702424956.0,-0.31,0.0,-9.94,1.24
2567,300990,同飞股份,42.37,-0.31,-0.13,8790.0,37380011.69,1.76,42.95,42.2,42.36,42.5,0.77,2.09,38.0,4.17,7138497600.0,1784624400.0,0.07,0.02,-18.52,-16.26
2568,000920,沃顿科技,9.77,-0.31,-0.03,33854.0,33131130.0,1.63,9.89,9.73,9.76,9.8,0.76,0.8,25.11,2.61,4617508323.0,4122720175.0,-0.1,0.1,8.68,8.92
2569,300999,金龙鱼,32.42,-0.31,-0.1,42619.0,138957570.46,1.81,32.98,32.39,32.5,32.52,0.93,0.79,61.92,1.94,175767997597.0,17592618885.0,-0.18,-0.06,-7.64,-25.44
2570,600691,阳煤化工,3.24,-0.31,-0.01,108696.0,35313309.0,1.85,3.28,3.22,3.25,3.25,1.02,0.46,-25.1,1.33,7698181524.0,7696898484.0,0.31,0.0,-0.92,3.18
2571,600477,杭萧钢构,3.24,-0.31,-0.01,102448.0,33399478.0,1.85,3.29,3.23,3.26,3.25,0.87,0.43,23.2,1.46,7675920132.0,7675450326.0,0.0,-0.31,-13.83,-19.4
2572,002242,九阳股份,12.96,-0.31,-0.04,22741.0,29614710.4,1.92,13.17,12.92,13.03,13.0,0.87,0.3,20.51,2.87,9940540320.0,9923545872.0,-0.08,-0.08,-8.8,-19.9
2573,600293,三峡新材,3.23,-0.31,-0.01,64232.0,20796800.0,1.23,3.26,3.22,3.25,3.24,0.53,0.55,109.9,2.2,3747268499.0,3747268499.0,-0.31,-0.31,-6.92,27.17
2574,600284,浦东建设,6.46,-0.31,-0.02,106168.0,68831917.0,1.39,6.54,6.45,6.51,6.48,0.44,1.09,9.4,0.84,6267853760.0,6267853760.0,-0.15,-0.31,-6.65,-1.07
2575,300393,中来股份,9.69,-0.31,-0.03,95592.0,93524357.0,2.78,9.93,9.66,9.73,9.72,1.11,1.0,16.38,2.39,10558489099.0,9242646247.0,-0.1,0.0,-12.94,-34.44
2576,300108,ST吉药,3.22,-0.31,-0.01,58806.0,18958231.0,2.17,3.26,3.19,3.23,3.23,0.61,0.9,-11.16,-31.89,2144567250.0,2114121345.0,0.0,0.0,-9.55,65.98
2577,688651,盛邦安全,51.5,-0.31,-0.16,3976.0,20423946.0,2.65,52.17,50.8,51.52,51.66,0.45,2.52,-125.51,4.19,3883048500.0,812476721.0,0.0,-0.04,-10.28,29.07
2578,301065,本立科技,22.53,-0.31,-0.07,11255.0,25395142.5,1.55,22.8,22.45,22.62,22.6,1.27,2.47,37.44,1.86,2388630600.0,1027939136.0,0.09,0.0,0.63,10.33
2579,688272,*ST富吉,19.19,-0.31,-0.06,3966.0,7607517.0,1.77,19.38,19.04,19.25,19.25,0.7,1.44,-16.37,2.81,1458440000.0,530193813.0,-0.05,0.0,6.55,-1.08
